original_file_id,press_release_conclusion,press_release_strength,abstract_conclusion,abstract_strength,exaggeration_label
25-010,May improve blood vessel cell wall function and lower cholesterol,2,"The inclusion of walnuts in an ad libitum diet for 6 months, with or without dietary counseling to adjust calorie intake, significantly improved diet quality, endothelial function, total and LDL cholesterol, but had no effects on anthropometric measures, blood glucose level, and blood pressure",3,downplays
19-11-007-1,"However, this study shows that at least one vaccine preparation can moderate the severity of CMV infection, even in patients given immunosuppressive drugs and exposed to CMV in a transplanted organ.",3,"Although cytomegalovirus disease occurs in the context of suppressed cell-mediated immunity post-transplantation, humoral immunity has a role in reduction of cytomegalovirus viraemia.",3,same
29-038,"However, a study, led by Gerry McCann, Professor of Cardiac Imaging and Honorary Consultant Cardiologist from the University of Leicester Department of Cardiovascular Sciences, who conducted the research as part of a NIHR Fellowship, has shown the current approach is “highly inaccurate” and if followed may send thousands of patients to surgery before it is needed.",0,"MPR was associated with symptom-onset in initially asymptomatic patients with AS, but with moderate accuracy and was not superior to symptom-limited exercise testing.",1,downplays
22-017,"Older people are less willing to take risks for potential rewards and this may be due to declining levels of dopamine in the brain, finds a new UCL study of over 25,000 people funded by Wellcome.",2,"This Pavlovian bias has been linked to dopamine, suggesting that age-related decline in this neuromodulator could lead to the observed decrease in risk taking.",2,same
15-11-017-1,Stem cell approach primes immune system to fight cancer,3,"Given that CD141(+)XCR1(+) DC are present in peripheral blood in trace numbers that preclude their clinical application, the ability to generate a potentially unlimited source from iPS cells offers the possibility of harnessing their capacity for cross-priming of cytotoxic T lymphocytes for the induction of tumour-specific immune responses.",3,same
25-073,Most socioeconomically deprived 2-3 times as likely to poison themselves as least deprived,1,"Conclusions Adolescent poisonings, especially intentional poisonings, have increased substantially over time and remain associated with health inequalities.",1,same
22-002,"Concentrating attention on a visual task can render you momentarily 'deaf' to sounds at normal levels, reports a new UCL study funded by the Wellcome Trust",2,"A behavioral experiment revealed reduced tone detection sensitivity under high visual load, indicating that the reduction in neural responses was indeed associated with reduced awareness of the sounds.",3,downplays
14-11-025-1,But a second systematic review of research into childhood obesity and metabolic disease in adult life has shown there is little evidence of a direct link and suggests that treating obesity during childhood will remove any risk of lasting harm.,0,"Interestingly, where adult BMI was adjusted for, the data showed a weak negative association between childhood BMI and metabolic variables, with those at the lower end of the BMI range in childhood, but obese during adulthood at particular risk.",1,downplays
05-11-008-1,Researchers at the University of Edinburgh have pinpointed a protein that plays a part in how fat is stored in the body.,3,Our data define for the first time the novel and distinct depot-specific mechanisms driving healthier fat patterning and function as a result of reduced intra-adipose glucocorticoid levels.,3,same
01-11-021-1,"Retrieving a memory is crucial when trying to extinguish it completely, according to research published today (18 October) by University of Birmingham scientists in the journal Nature Communications.",3,Here we show that a similar strategy is equally effective in the disruption of appetitive pavlovian cue-food memories.,3,same
02-11-024-1,Dietary advice improves blood sugar control for recently diagnosed type 2 diabetes patients,3,The addition of an activity intervention conferred no additional benefit.,2,exaggerates
25-129,"Parental absence in early childhood as a result of death or relationship break-down is linked to a heightened risk of starting to smoke and drink alcohol before that child reaches his/her teens, indicates research published online in the Archives of Disease in Childhood.",1,"Parental absence was associated with early uptake of risky health behaviours in a large, nationally representative UK cohort.",1,same
02-11-011-1,Today’s children do engage in active play,3,"Promoting active play in children's leisure time may increase the physical activity of children, but interventions may need to be tailored according to gender.",2,exaggerates
27-001,"A study, published today in the journal Nature, suggests that the stem cells that make up our organs ‘know’ whether they are ‘male’ or ‘female’, and that this sexual identity could influence how they grow and behave.",2,"Together, our findings indicate that the plasticity of an adult somatic organ is reversibly controlled by its sexual identity, imparted by a new mechanism that may be active in more tissues than previously recognized.",3,downplays
08-11-011-1,"Scientists have identified a gene that appears to play a role in regulating how much alcohol people drink, in a study of over 47,000 people published today in Proceedings of the National Academy of Sciences.",2,SNP rs6943555 in autism susceptibility candidate 2 gene (AUTS2) was associated with alcohol consumption at genome-wide significance (P = 4 x 10(-8) to P = 4 x 10(-9)).,1,exaggerates
17-11-008-1,"Lowering phosphate intake in humans can reduce heart disease, according to research by experts at the University of Sheffield.",2,"A high-phosphate diet accelerates atherogenesis in apolipoprotein E(-/-) mice, whereas low phosphate intake induces insulin resistance.",3,downplays
29-011,University of Leicester discovery identifies harmful bacterial molecules in processed foods and how to prevent them from arising,0,"A low PAMP diet is associated with reduced levels of several cardiometabolic risk factors, while a high PAMP diet reverses these effects.",3,downplays
05-11-025-1,Researchers at the University have identified a number of genes in fat tissue that may lead us to retain fat unnecessarily in the body.,2,A focussed candidate gene enrichment strategy in the unique F and L model has identified novel adipose tissue-enriched genes contributing to obesity.,3,downplays
25-148,"The US public is largely unaware that the chemicals produced by a burning cigarette are much more harmful than the manufacturer's additives it contains, finds a study of more than 10,000 teens and adults, published online in the journal Tobacco Control.",0,Many people were unaware that burning the cigarette is the primary source of toxic constituents in cigarette smoke.,0,same
03-11-011-1,Middle aged diabetics can die six years earlier,2,"In addition to vascular disease, diabetes is associated with substantial premature death from several cancers, infectious diseases, external causes, intentional self-harm, and degenerative disorders, independent of several major risk factors.",1,exaggerates
04-11-005-1,Cystic fibrosis bacteria could help fightback against antibiotic resistance,2,The discovery of the potent activity of enacyloxins against drug-resistant bacteria and the gene cluster that directs their production provides an opportunity for engineered biosynthesis of innovative enacyloxin derivatives and highlights the potential of Bcc bacteria as an underexploited resource for antibiotic discovery.,3,downplays
02-11-042-1,"A programme of training and support for GPs, practice nurses and GP receptionists can substantially increase the identification of women experiencing domestic violence and their referral to specialist advocacy services, according to new research from the University of Bristol, published today in The Lancet.",2,A training and support programme targeted at primary care clinicians and administrative staff improved referral to specialist domestic violence agencies and recorded identification of women experiencing domestic violence.,3,downplays
03-11-025-1,"Scientists have discovered how a molecule that was first discovered in bacteria blocks a protein which causes breast cancer to develop and spread, reveals research published in Nature Chemistry this week.",3,"In cellular experiments, we show that thiostrepton can inhibit the binding of FOXM1 to genomic target sites.",3,same
02-11-035-1,"In the Moraxella study, this development has enabled the research team to correlate intricate, atomic level detail of UspA1 obtained by X-ray crystallography of isolated fragments of the protein with delicate and previously unobservable physical changes of the bacterial cell as it binds to and infects its target human cells.",1,"We show that the UspA1–fibronectin complex is formed between UspA1 head region and the 13th type-III domain of fibronectin and, using X-ray scattering, that the complex involves an angular association between these two proteins.",1,same
25-163,"A physically demanding job or work schedules outside normal office hours may lower a woman's ability to conceive, suggests research published online in Occupational & Environmental Medicine.",2,Our results provide insight into possible mechanisms linking these occupational exposures with decreased fecundity.,1,exaggerates
04-024,"In a small study published in Families Relationships and Society, researchers interviewed mother-grandmother pairs and found that community surveillance of pregnant women and infant feeding had significantly increased between the generations, with many of the new mothers reporting feeling watched, evaluated and judged.",0,"The paper argues that the moral maze of surveyed motherhood renders infant feeding a challenging, and challenged, space for women.",3,downplays
18-11-014-1,"Now a new study, involving researchers at the University of Southampton, has shown that charities and not for profit organisations can benefit from people’s nostalgic feelings, because it encourages them to donate more.",3,"By virtue of its capacity to increase empathy, nostalgia facilitates prosocial reactions.",3,same
25-058,"The sugar content of fruit drinks—including natural fruit juices and smoothies—is “unacceptably high,” with smoothies among the worst offenders, finds research published in the online journal BMJ Open.",0,The sugars content in FJJDS marketed to children in the UK is unacceptably high.,0,same
04-019,"The visual function and daily life of people whose sight can't be corrected with glasses or contact lenses can be significantly improved through home visits by rehabilitation specialists, concludes a study by Cardiff University.",2,The study provides preliminary evidence that a home visit-based visual rehabilitation intervention has a positive influence on vision-related functional outcomes.,3,downplays
17-11-012-1,"Sensitive, fine hairs which cover our bodies allow us to feel parasitic insects on our skin as well as creating a natural barrier to stop them biting us.",3,Our results show that fine body hair enhances the detection of ectoparasites through the combined effects of (i) increasing the parasite's search time and (ii) enhancing its detection.,3,same
20-11-002-1,"Research led by Warwick Medical School at the University of Warwick has found that Metformin, a drug treatment used to treat diabetes and also women with Polycystic Ovary syndrome (PCOS), may potentially provide protection against endometrial cancer.",2,In vitro invasion in ECC-1 cells was significantly attenuated by sera from PCOS women after 6 months of metformin treatment,3,downplays
06-11-019-1,Speaking and listening share large part of brain infrastructure,1,"These results indicate that the linguistic parts of the language system are used for both speaking and listening, but that the motor system does not seem to provide a crucial contribution to listening.",1,same
04-027,"By studying infected cells grown in a laboratory, the team found that a large number of CMV’s genes help it hide from the immune system by allowing it to destroy many of the proteins produced by the body during virus infection and preventing them from activating immune cells to destroy the virus.",3,US18 and US20 work in concert to suppress cell surface expression of the critical NKp30 ligand B7-H6 thus inhibiting NK cell activation.,3,same
25-001,"Women who undergo implant based female sterilization have a significantly heightened risk of reoperation following complications, suggests a large study published in The BMJ this week.",1,Patients undergoing hysteroscopic sterilization have a similar risk of unintended pregnancy but a more than 10-fold higher risk of undergoing reoperation compared with patients undergoing laparoscopic sterilization.,1,same
14-11-003-1,New research suggests eating vegetables gives you a healthy tan.,3,"Together our studies link skin carotenoid coloration to both perceived health and healthy diet, establishing carotenoid coloration as a valid cue to human health which is perceptible in a way that is relevant to mate choice,",1,exaggerates
11-004,"Having diabetes increases the risk of dying from the effects of a heart attack by around 50 per cent, a University of Leeds study has found.",3,"At index acute myocardial infarction, diabetes was common and associated with significant long-term excess mortality, over and above the effects of comorbidities, risk factors and cardiovascular treatments.",1,exaggerates
03-11-004-1,New British-led research shows that starting treatment of blood pressure with two medicines rather than the one produces better and faster results and fewer side effects – findings that could change clinical practice world-wide.,3,Patients given initial combination therapy had a 6·5 mm Hg (95% CI 5·3 to 7·7) greater reduction in mean systolic blood pressure than the monotherapy groups (p<0·0001).,1,exaggerates
25-135,"Latitude is strongly linked to the age at which symptoms of multiple sclerosis (MS) first start, reveals a large international study, published online in the Journal of Neurology Neurosurgery & Psychiatry.",1,An earlier AAO in higher latitude regions was found in this worldwide European-descent cohort and correlated inversely with variation in latitudinal UVR.,1,same
08-11-007-1,"Scientists have identified a single mutated gene that causes Hajdu-Cheney syndrome, a disorder of the bones causing progressive bone loss and osteoporosis (fragile bones).",3,"The Hajdu-Cheney syndrome mutations are predicted to lead to the premature truncation of NOTCH2 with either disruption or loss of the C-terminal proline-glutamate-serine-threonine-rich proteolytic recognition sequence, the absence of which has previously been shown to increase Notch signaling.",1,exaggerates
25-156,Needling twice weekly for 2 weeks reduced crying time significantly Acupuncture may be an effective treatment option for babies with infantile colic—those who cry for more than 3 hours a day on 3 or more days of the week—reveals research published online in Acupuncture in Medicine.,3,More infants receiving acupuncture cried Conclusions Acupuncture appears to reduce crying in infants with colic safely.,2,exaggerates
25-055,"Communicating the results of DNA tests has little or no impact on behaviour change, such as stopping smoking or increasing physical activity, finds a study published by The BMJ today.",0,Expectations that communicating DNA based risk estimates changes behaviour is not supported by existing evidence.,0,same
32-004,New ways to convert carbon dioxide (CO2) into methane gas for energy use are a step closer after scientists discovered how bacteria make a component that facilitates the process.,0,"Here we identify the proteins that catalyse the biosynthesis of coenzyme F430 from sirohydrochlorin, termed CfbA–CfbE, and demonstrate their activity.",0,same
05-11-021-1,University scientists have found that ultrafine particles produced when diesel burns are harmful to blood vessels.,3,Combustion-derived nanoparticulate appears to predominately mediate the adverse vascular effects of diesel exhaust inhalation.,2,exaggerates
07-11-008-1,"Huge decline in HIV rates in Zimbabwe driven by fear of infection, says study",3,"The behavioural changes associated with HIV reduction-mainly reductions in extramarital, commercial, and casual sexual relations, and associated reductions in partner concurrency-appear to have been stimulated primarily by increased awareness of AIDS deaths and secondarily by the country's economic deterioration.",1,exaggerates
11-11-002-1,"The study, by Alexandra Beauregard of LSE's Department of Management, found that even if options such a flexible working hours and help with childcare are available to employees, this does little to reduce stress unless there is positive endorsement from managers.",3,Data collected from public sector employees in the UK indicate that a supportive work-home culture is significantly associated with lower levels of psychosomatic strain among employees.,1,exaggerates
02-11-019-1,"How the toxic protein, amyloid, sets off a chain of events that leads to brain cell death during Alzheimer's disease is described in new detail in a study from the University of Bristol published today in Nature Neuroscience.",3,"We found that a signaling pathway involving caspase-3, Akt1 and glycogen synthase kinase-3β is an important mediator of this effect in rats and mice.",3,same
07-11-020-1,"Giving fluids rapidly through a drip into a vein (fluid resuscitation) as an emergency treatment for African children suffering with shock from severe infections does not save lives, according to a major clinical trial funded by the Medical Research Council (MRC).",3,Fluid boluses significantly increased 48-hour mortality in critically ill children with impaired perfusion in these resource-limited settings in Africa.,3,same
07-11-017-1,"Current UK procedures to screen new immigrants for tuberculosis (TB) fail to detect more than 70 per cent of cases of latent infection, according to a new study published in The Lancet Infectious Diseases.",0,National policy thus far would fail to detect 71% of individuals with latent infection.,0,same
25-035,"Taking benzodiazepines (widely used drugs to treat anxiety and insomnia) is not associated with an increased dementia risk in older adults, finds a study published by The BMJ today.",0,The risk of dementia is slightly higher in people with minimal exposure to benzodiazepines but not with the highest level of exposure.,1,downplays
08-11-023-1,Study shows acidic food and drink can damage teeth,2,"In this sample of adults, tooth wear was associated to a number of acidic dietary products and drinking habits.",1,exaggerates
04-003,"Published in the journal Cell Reports, a team from Cardiff University’s Systems Immunity Research Institute identify a molecule in the body – known as L-selectin - which directs the body’s killer T cells to the site of a virus.",3,"These results connect homing and a function of virus-specific CD8+ T cells to a single molecule, L-selectin.",1,exaggerates
20-11-004-1,"The happiest countries and happiest U.S. states tend to have the highest suicide rates, according to research from the UK’s University of Warwick, Hamilton College in New York and the Federal Reserve Bank of San Francisco.",1,We suggest in this paper that the level of others’ happiness may be a risk factor for suicide (although one's own happiness likely protects one from suicide).,2,downplays
29-020,People with Type 2 diabetes are being ‘let down’ because they are being forced to wait for further treatment when needed.,0,Strategies should be developed to increase the number of patients undergoing therapy intensification and to reduce the delay in intensifying therapy for suitable patients on basal insulin.,0,same
10-11-012-1,Research by the University of Liverpool has found that public disorder at football matches can be reduced when police adopt a policy of dialogue and facilitation rather than deterrence and force.,2,"The analysis suggests that the perceived legitimacy among fans of the way they were policed affected the internal dynamics, patterns of collective action and overall levels of ‘compliance’ among the fan group.",3,downplays
25-102,Likely to be many more pedestrian and motorcycle deaths in India than officially stated,1,Results We found that the distribution of deaths by types of road users reported in official tabulations differed substantially from the underlying police reports.,1,same
14-11-027-1,Bowel cancer screening proven to save lives,3,"Although there was the expected improvement in cancer stage at diagnosis, the proportion with left-sided cancers was higher than expected.",3,same
15-11-021-1,"Being told that a work of art is authentic or fake alters the brain’s response to the visual content of artwork, Oxford University academics have found.",3,"Using functional magnetic resonance imaging, viewing of artworks assigned as ‘copy’, rather than ‘authentic’, evoked stronger responses in frontopolar cortex (FPC) and right precuneus, regardless of whether the portrait was actually genuine.",3,same
25-180,"Taking opioids (strong prescription painkillers) together with benzodiazepines (widely used to treat anxiety and sleep problems) is associated with greater risk of opioid overdose, finds a study in The BMJ today.",1,"From 2001 to 2013, concurrent benzodiazepine/opioid use sharply increased in a large sample of privately insured patients in the US and significantly contributed to the overall population risk of opioid overdose.",1,same
25-172,Strong evidence supports the association between obesity and some major types of cancer,1,"Although the association of adiposity with cancer risk has been extensively studied, associations for only 11 cancers (oesophageal adenocarcinoma, multiple myeloma, and cancers of the gastric cardia, colon, rectum, biliary tract system, pancreas, breast, endometrium, ovary, and kidney) were supported by strong evidence.",1,same
25-197,"Therefore, the DASH diet may lower the risk of gout.",2,"Conversely, the Western diet is associated with a higher risk of gout.",1,exaggerates
01-11-002-1,"Immunity experts at the University of Birmingham have found biological evidence to suggest that bereavement lowers physical immunity, putting older people at risk of life-threatening infections.",3,"Neutrophil superoxide production was significantly reduced among the bereaved when challenged with E. coli ( p = 0.05), or phorbol 12-myristate 13-acetate ( p = 0.009).",1,exaggerates
07-11-018-1,Polypill halves predicted heart disease and stroke risk in international trial,3,This polypill achieved sizeable reductions in SBP and LDL-cholesterol but caused side effects in about 1 in 6 people.,3,same
26-019,"The dietary habits of rat fathers may affect their daughters' breast cancer risk, a study in 60 male rats and their offspring has found. The study is published in the open access journal Breast Cancer Research. Researchers at the University of Sao Paulo showed that the female offspring of male rats which had been fed a diet rich in animal fats had an increased risk of breast cancer. A diet that was rich in vegetable fats reduced the offspring's risk of breast cancer.",2,Our findings highlight the importance of paternal nutrition in affecting future generations’ risk of developing breast cancer.,3,downplays
25-040,"Membership of social groups, such as book clubs or church groups, after retirement is linked to a longer life, with the impact on health and wellbeing similar to that of regular exercise, suggests research published in the online journal BMJ Open.",3,"Theoretical implications for our understanding of the determinants of retiree quality of life and health, and practical implications for the support of people transitioning from a life of work to retirement are discussed.",3,same
25-108,"Circulating viral infections may explain temporal/geographical associations, say researchers",1,Season of birth and region of birth are independently and jointly associated with increased risk of developing CD during the first 15 years of life.,1,same
25-056,"Antibiotic resistance in children with urinary infections is high and could render some antibiotics ineffective as first-line treatments, warns a study published by The BMJ today.",0,"Routine use of antibiotics in primary care contributes to antimicrobial resistance in children, which can persist for up to six months after treatment.",3,downplays
09-11-003-1,Laughter really is the best medicine (for leg ulcers),3,"Low dose, high frequency ultrasound administered weekly for 12 weeks during dressing changes in addition to standard care did not increase ulcer healing rates, affect quality of life, or reduce ulcer recurrence.",0,exaggerates
03-11-026-1,Eating chocolate cuts risk of heart disease,3,Levels of chocolate consumption seem to be associated with a substantial reduction in the risk of cardiometabolic disorders.,1,exaggerates
06-11-014-1,A new University of Glasgow study has found that medication commonly prescribed for people with heart problems can put them at an increased risk of developing diabetes.,1,"In a pooled analysis of data from 5 statin trials, intensive-dose statin therapy was associated with an increased risk of new-onset diabetes compared with moderate-dose statin therapy.",1,same
25-198,"Early medical abortion using online telemedicine can offer an alternative to unsafe methods to end a pregnancy for women in countries where access to safe abortion is restricted, finds a study published by The BMJ today.",0,"At the time women requested help from WoW, 781 (78%) were Conclusions Self sourced medical abortion using online telemedicine can be highly effective, and outcomes compare favourably with in clinic protocols.",2,downplays
25-005,"This poor level of dental health is affecting performance and wellbeing, and the sport needs to tackle this head on as a matter of urgency, say the researchers.",3,"Oral health of professional footballers is poor, and this impacts on well-being and performance.",3,same
05-11-023-1,Scientists have provided the first direct biological evidence for a genetic contribution to people’s intelligence.,3,"Our results unequivocally confirm that a substantial proportion of individual differences in human intelligence is due to genetic variation, and are consistent with many genes of small effects underlying the additive genetic influences on intelligence.",3,same
25-072,"Methadone, the medicine used to help heroin addicts kick their habit, is the most common cause of unintentional fatal poisoning from prescribed drugs among UK toddlers, finds research published online in the Archives of Disease in Childhood.",0,Methadone is the most common pharmaceutical causing fatal poisoning and a common cause of intensive care unit admissions in young children in the UK.,0,same
04-013,"Now, using Diamond Light Source, the UK’s synchrotron science facility to shine intense super powerful X-rays into samples, a team from the University’s Systems Immunity Research Institute found the same killer T-cells that cause type 1 diabetes are strongly activated by some bacteria.",3,"Together, these data highlight how T cell cross-reactivity with pathogen-derived antigens might break self-tolerance to induce autoimmune disease.",3,same
14-11-006-1,"Morning after pill linked to increase in STIs, study shows",1,In contrast both the DD and DDD models provide consistent evidence that pharmacy EBC schemes are associated with higher teenage STI rates.,1,same
25-189,"Long term antibiotic use in early to mid life may be linked to a heightened risk of abnormal growths in the colon and rectum--known as polyps or colorectal adenomas -- which precede the development of most cases of bowel cancer, reveals research published online in the journal Gut.",1,Long-term antibiotic use in early-to-middle adulthood was associated with increased risk of colorectal adenoma.,1,same
06-11-018-1,Low income and poor diet linked to accelerated ageing,1,These data suggest lower socio-economic status and poor diet are relevant to accelerated biological ageing.,1,same
05-11-035-1,A protein linked to the immune system could play a key role in helping scientists understand how vCJD spreads throughout the body.,2,We show that PrPC-expression only on FDC is sufficient to sustain prion replication in the spleen.,3,downplays
10-11-009-1,Researchers at the University of Liverpool have found that anger used by managers in the construction industry has a positive impact and contributes to the success of a project.,3,"Drawing upon a series of semi-structured interviews with construction project managers (n = 19) from the UK, this study offers valuable insights into how anger is frequently enacted to help individuals ensure the progress of the project, be it in negotiations with other parties or affairs on site with operatives.",3,same
29-013,"General practitioner numbers appear to have a small but important influence on premature mortality rates in England, according to research by the University of Leicester.",2,Greater supply of primary care is associated with lower premature mortality even in a health system that has strong primary care (England).,1,exaggerates
26-003,"It may be possible to assess the risk of developing dementia by analyzing information gathered during routine visits to the family doctor, according to research published in the open access journal BMC Medicine.",1,"Routinely collected data predicts 5-year risk of recorded diagnosis of dementia for those aged 60–79, but not those aged 80+.",1,same
25-081,And finds female physicians earn significantly less than either white or black male colleagues,1,Whether these differences reflect disparities in job opportunities is important to determine.,1,same
03-11-002-1,Immune interaction optimises foetal nourishment during pregnancy,3,"Antigenic disparity between parental MHCs affects trophoblast-induced transformation of the uterine vasculature and, consequently, placental and fetal gowth.",3,same
25-154,"Replacing one daily portion with poultry or fish may lower risk, findings suggest",2,"Red meat intake, particularly unprocessed red meat, was associated with an increased risk of diverticulitis.",1,exaggerates
12-11-003-1,New research has provided fresh evidence that alcohol industry sponsorship of sport is associated with more hazardous drinking in sportspeople compared to non-alcohol sponsorship.,1,"Multivariate regression showed that receipt of alcohol industry sponsorship was predictive of higher AUDIT scores (β(adj) = 1.67, 95% confidence interval (CI): 0.56-2.78), but non-alcohol industry sponsorship and combinations of both were not (β(adj) = 0.18, 95% CI: -2.61 to 2.68; and β(adj) = 2.58, 95% CI: -0.60 to 5.76, respectively).",1,same
25-116,"In an effort to find out whether physical activity moderates the association between alcohol intake and death from all causes, and from cancer and cardiovascular disease, the researchers drew on responses to nationally representative health surveys carried out in England and Scotland for the years 1994, 1998, 1999, 2003, 2004 and 2006.",3,Meeting the current PA public health recommendations offsets some of the cancer and all-cause mortality risk associated with alcohol drinking.,3,same
10-11-010-1,Two-year-old children understand complex grammar,1,The results suggest that young 2-year-olds can associate transitive structures with causal (or externally caused) events and can use transitive structure to assign agent and patient roles correctly.,1,same
19-11-016-1,"Study of gene therapy developed at UCL and St. Jude Children’s Research Hospital offers first proof adults with haemophilia B benefit from treatment, reducing need for injections with clotting factor to prevent bleeds.",3,"Peripheral-vein infusion of scAAV2/8-LP1-hFIXco resulted in FIX transgene expression at levels sufficient to improve the bleeding phenotype, with few side effects.",3,same
22-019,"The research, funded by Wellcome and published in the American Journal of Psychiatry, suggests that a reduced risk of developing psychosis can be added to the list of social, economic and health advantages enjoyed by more affluent, older white British people living in rural England; a group typically known as ‘Middle England’.",1,"Excess rates were restricted to urban and deprived communities, suggesting that a threshold of socioenvironmental adversity may be necessary to increase incidence.",2,downplays
06-11-016-1,"The research, funded by the Biotechnology and Biological Sciences Research Council (BBSRC), Engineering and Physical Sciences Research Council (EPSRC) and the University of Glasgow and published in the journal Nature Materials, shows how a new nanoscale plastic can cheaply and easily solve a problem which has previously made the expansion of stem cells for therapeutic purposes impossible.",2,Here we identify a nanostructured surface that retains stem-cell phenotype and maintains stem-cell growth over eight weeks.,3,downplays
01-11-007-1,"Research findings published today (April 29) in the journal Science by Dr David Sansom and his team in the MRC Centre for Immune Regulation at Birmingham show how a protein, called CTLA-4, keeps the immune system damped down during day-to-day activities and prevents inappropriate aggressive behaviour from T cells, the 'command centre of our immune response'.",3,"These data reveal a mechanism of immune regulation in which CTLA-4 acts as an effector molecule to inhibit CD28 costimulation by the cell-extrinsic depletion of ligands, accounting for many of the known features of the CD28-CTLA-4 system.",3,same
25-085,Proportion likely to rise as population ages; major cause of disability and distress,1,This figure is likely to increase further in line with an ageing population.,1,same
25-065,Metal hip replacements implanted since 2006 more prone to failure,1,This device was found to have an unacceptably high revision rate.,0,exaggerates
25-150,"The likelihood of dying after emergency abdominal surgery to treat conditions such as appendicitis, may be up to seven times greater for a child in a poor country than for a child in a rich nation, suggests research published in the online journal BMJ Global Health.",1,Adjusted mortality in children following emergency abdominal surgery may be as high as 7 times greater in low-HDI and middle-HDI countries compared with high-HDI countries,1,same
03-11-020-1,Drug side effect linked with increased health risks for over 65s,1,The use of medications with anticholinergic activity increases the cumulative risk of cognitive impairment and mortality.,3,downplays
25-138,"Writing in The BMJ today, researchers describe a new calculator that has been developed to estimate the individualised chances of couples having a baby, both before and after first IVF treatment, and over multiple cycles.",0,This study provides an individualised estimate of a couple's cumulative chances of having a baby over a complete package of IVF both before treatment and after the first fresh embryo transfer.,0,same
07-11-028-1,Six new genetic variants linked to type 2 diabetes discovered in South Asians,1,"Our findings provide additional insight into mechanisms underlying T2D and show the potential for new discovery from genetic association studies in South Asians, a population with increased susceptibility to T2D.",1,same
25-023,Active and passive smoking linked to infertility and earlier menopause,1,Active smoking and SHS exposure are associated with increased risk of infertility and natural menopause occurring before the age of 50 years.,1,same
02-11-034-1,New research has found the transplantation of stem cells that reside in human veins can help in the recovery of a heart attack.,2,SVP transplantation produces long-term improvement of cardiac function through a novel paracrine mechanism involving the secretion of miR-132 and inhibition of its target genes.,3,downplays
25-109,"Indoor trampoline park injuries are an ""emerging public health concern,"" warn doctors in the journal Injury Prevention.",0,"Unlike domestic trampolines, where the majority of injuries occur from falling off, most trampoline-park injuries occur on the trampoline surface.",0,same
03-11-013-1,Research provides new insight into why poor diet during pregnancy negatively affects offspring’s long term health.,3,"Exposure to suboptimal nutrition during early development leads to epigenetic silencing at the enhancer region, which weakens the P2 promoter-enhancer interaction and results in a permanent reduction in Hnf4a expression.",3,same
05-11-001-1,Women who have had chlamydia are at greater risk of an ectopic pregnancy because of a lasting effect of the infection.,3,"Fallopian tube (FT) from women with EP exhibit altered expression of prokineticin receptors 1 and 2 (PROKR1 and PROKR2); smoking increases FT PROKR1, resulting in a microenvironment predisposed to EP.",3,same
25-074,"More than half of Europeans now think that e-cigarettes are harmful--a proportion that has nearly doubled in two years--show the latest results of a European Union (EU)-wide survey, published online in the journal Tobacco Control.",0,Ever use of e-cigarettes increased during 2012–2014.,0,same
25-099,"US police killed or injured an estimated 55, 400 people during legal stop and search incidents and arrests in 2012, reveals research published online in the journal Injury Prevention.",0,Excess per capita death rates among blacks and youth at police hands are reflections of excess exposure.,0,same
04-11-008-1,"Using the latest brain imaging techniques scientists from Cardiff University’s Brain Imaging Research Imaging Centre (CUBRIC) and University College London have identified a new link between impulsiveness and levels of GABA, a very common neurotransmitter, in a very specific part of the brain.",1,These findings help account for individual differences in self-control and thus clarify the relationship between GABA and a wide range of psychiatric disorders associated with impaired self-control.,1,same
14-11-016-1,"Dr Bruno Gran, a Clinical Associate Professor in the Division of Clinical Neurology in the School of Clinical Sciences, working in collaboration with Professor Paul Moynagh from the National University of Ireland, Maynooth, has discovered a synthetic chemical compound which inhibits the pro-inflammatory signals produced by the immune system in MS.",3,"These findings identify R(+)WIN55,212-2 as a novel regulator of TLR3 signaling to IRF3 activation and IFN-β expression and highlights a new mechanism that may be open to exploitation in the development of new therapeutics for the treatment of MS.",3,same
04-11-010-1,"Common genetic variants contribute to the risk of schizophrenia and bipolar disorder, an international research consortium has discovered.",3,"The combined stage 1 and 2 analysis yielded genome-wide significant associations with schizophrenia for seven loci, five of which are new (1p21.3, 2q32.3, 8p23.2, 8q21.3 and 10q24.32-q24.33) and two of which have been previously implicated (6p21.32-p22.1 and 18q21.2).",1,exaggerates
07-11-031-1,"Magnetic scanners could provide a less invasive, cheaper way to diagnose the causes of heart failure in some patients - News",2,"LGE-CMR is a safe, clinically effective, and potentially economical gatekeeper to CA",3,downplays
29-017,"Office workers can stave off health problems associated with sitting down all day by regularly exercising, a new study has found.",2,"In this national sample of English adults, being physically active was associated with a better health profile, even in those with concomitant high sedentary time.",1,exaggerates
02-11-022-1,"Gaining more than the recommended weight during pregnancy can put women at increased risk of becoming obese and developing related health problems, including high blood pressure, later in life.",2,"On the basis of estimates from random-effects multilevel models, prepregnancy weight was positively associated with all outcomes.",1,exaggerates
29-036,Statins could hold the key to eradicating one of the most preventable causes of hospital deaths after researchers uncovered a new role for the cholesterol-lowering pill.,2,Available evidence from observational and intervention studies suggest a beneficial effect of statin use on venous thromboembolism.,3,downplays
25-016,Newborns in intensive care exposed to thirdhand smoke residue,0,"Discussion THS appears to be ubiquitous, even in closely guarded healthcare settings.",0,same
