Titulo,Subtitulo,Noticia,Categoria,Data,Autor,URL
"Em meio a pandemia e problemas digitais, eleição termina em 26 estados  ",,o votação turno eleição municipal encerrar hoje brasileiro participante o festa democracia pleno pandemia coronavírus marcar filar problema digitar o e-título e tentativo atacar hackers o o tse tribunal superior eleitoral neutralizar relatório tse 147.918.483 eleitor apto o votar disponibilizar 400.257 urna eleitoral d 3.381 trocar e 51.977 contingência,política,15/11/2020 17h01Atualizada em 16/11/2020 00h55 ,Douglas Porto e Ricardo Marchesan ,https://noticias.uol.com.br/eleicoes/2020/11/15/eleicoes-municipais-2020-votacao-encerrada.htm
"Me considero um garantista, diz Kassio Marques  ",,sabatino senado o desembargador federal kassio nunes marcar indicar o vago stf supremo tribunal federal presidente jair bolsonaro declarar considerar juiz garantista,política,21/10/2020 11h32 ,21/10/2020 11h32 ,https://noticias.uol.com.br/videos/2020/10/21/me-considero-um-garantista-diz-kassio-marques.htm
Coalizão Negra por Direitos anuncia pedido de impeachment contra Bolsonaro   ,,"o coalizão negro direito reunir organização e coletivos movimentar negro anunciar hoje propor pedir impeachment o presidente jair bolsonaro afirmar crime responsabilidade piorar o político genocídio o população negro noto o organização citar o tratar governar federal o pandemia coronavírus atar o saudar público o coalizão faltar medir emergenciais voltar população negro e d trabalhador informar comunidade quilombolas trabalhador rural e população carcerário e periferia acordar portal transparência arpen brasil associação nacional registrador pessoa natural início julho morte doença respiratório durante o pandemia crescer 72,8 pardo brasileiro preto o alto ficar 70,2 o crescimento óbito doença branco ficar 24,5 o coalizão caracterizar discurso presidente gestão público racista afirmar ações e crime responsabilidade atentar diretamente e objetivamente o vidar população negro e comunidade",saúde,30/07/2020 17h30Atualizada em 30/07/2020 18h06 ,30/07/2020 17h30Atualizada em 30/07/2020 18h06 ,https://noticias.uol.com.br/politica/ultimas-noticias/2020/07/30/coalizao-negra-por-direitos-anuncia-pedido-de-impeachment-contra-bolsonaro.htm
'Prefiro a vida da minha mãe que um trabalho': os brasileiros que abriram mão do emprego por medo da covid-19  ,,o trabalhar agente portar condomínio prédio residencial tornar riscar jessica tomaz ano o exposição o o coronavírus contato passar portar trajeto precisar ônibus lotar e metrô chegar o o trabalhar água claro distrito federal e o medo covid-19 mãe maria socorrer ano hipertensão março início pandemia pedir demissão ficar medo contar mãe riscar o vidar d e o trabalhar preferir o vidar d empregar conseguir bbc news brasil,saúde,29/07/2020 06h28 ,Laís Alegretti - @laisalegretti,https://economia.uol.com.br/noticias/bbc/2020/07/29/prefiro-a-vida-da-minha-mae-que-um-trabalho-brasileiros-que-abriram-mao-do-emprego-por-medo-da-covid-19.htm
Moro diz que pandemia de coronavírus reduziu acidentes e roubos em estradas  ,,restrição tráfego rodovia brasileiro durante o pandemia coronavírus provocar quedo acidente e redução morte março e abril d ano o informação divulgar ministrar justiçar e segurança público sergio morar base polícia rodoviário federal prf o efeito lateral coronavírus positivar decorrer diminuição transportar rodoviário âmbito rodovia federar afirmar morar durante entrevisto coletiva palácio planalto hoje morar o diminuição caso grave intervalar e o ferir cair efeito salutar sentir diminuir o pressão atendimento médico utis unidade atendimento intensivo d pessoa sofrer infelizmente acidente claro quedo o causar d alvissareiro o motivar principal o diminuição tráfego rodovia positivar d cenário outro,saúde,13/04/2020 22h15 ,Julia Lindner e André Borges,https://noticias.uol.com.br/ultimas-noticias/agencia-estado/2020/04/13/moro-diz-que-pandemia-de-coronavirus-reduziu-acidentes-e-roubos-em-estradas.htm
Os sinais que indicam nova alta da dengue no Brasil em 2020  ,,o brasil confirmar casar paciente coronavírus surgir chino velho brasileiro sinal infectar pessoa o vírus dengue transmitir mosquito aedes aegypti o recente boletim epidemiológico ministério saudar o dengue o caso provável doença — notificar pastar — crescer semana ano comparação o período notificar 94.149 caso provável o semana ano precisamente 29/12/2019 o 01/02/2020 antar 79.131 período ano passar n início haver o confirmação pessoa morrer dengue país o comparação óbito incerto mudar conformar chegar resultar análise laboratorial e medir e município enviar informe o o ministério boletim atual computar caso e morte registrar o fevereiro,saúde,28/02/2020 07h01 ,Leandro Machado (@machadoleandro) e Mariana Alvim (@marianaalvim),https://noticias.uol.com.br/saude/ultimas-noticias/bbc/2020/02/28/sinais-que-indicam-nova-alta-da-dengue-no-brasil-em-2020.htm
Ratinho Júnior: Testes e ocupação de UTI definirão se haverá lockdown no PR  ,,"o governador paraná rato júnior afirmar entrevisto rádio jovem pan o teste realizar e o taxar ocupação leito uti definir haver necessidade decretar lockdown acordar o ministério saudar o paraná o brasileiro o incidência caso coronavírus habitante 16,2 o índice considerar sucesso governador o resultar positivar acontecer graça o conjuntura fatores especialmente o o alto índice testagem população trabalhar teste teste rápido testar cotonete especialista precisar sair teste dia brasil seguramente o paraná o testar proporcionalmente habitante começar o radiografia o vírus comportar adotamos o testagem massa o sacar país conseguir amenizar problema revelar o governador entrevisto concedido hoje o o programar pânico durante o converso rato prometer aumentar o teste diário semana encaminhar exame rápido diferente região o ajudar o monitorar o propagação covid-19 o morte confirmar e 1.849 caso doença",saúde,12/05/2020 15h24 ,12/05/2020 15h24 ,https://noticias.uol.com.br/saude/ultimas-noticias/redacao/2020/05/12/ratinho-junior-testes-e-ocupacao-de-uti-definirao-se-havera-lockdown-no-pr.htm
Voto de Nunes Marques revela que Bolsonaro teme mais Lula que Moro em 2022  ,,visto político o votar ministrar stf nunes marcar o suspeição sergio morar revelar o presidente jair bolsonaro temer o ex-presidente lula o ex-juiz federal disputar eleitoral manifestar n terço julgamento 2ª turma stf o respeitar habeas corpus defeso lula pedir o suspeição morar processo o petista juridicamente nunes marcar confessar dificuldade votar o divergência pensar divergir opinar suspeição morar lembrar melhorar rosar weber supremo abril o o analisar habeas corpus lula evitar o prisão condenação instância o ministro votar o pensamento ano o obedecer jurisprudência recente cortar indicar bolsonaro ministrar stf nunes marcar piruetar jurídico capaz o garantismo o morar corromper o lei processual penal respeitar o o contraditório levar contar morar e parceiro lavar jato,política,23/03/2021 15h55 ,23/03/2021 15h55 ,https://noticias.uol.com.br/colunas/kennedy-alencar/2021/03/23/voto-de-nunes-marques-revela-que-bolsonaro-teme-mais-lula-que-moro-em-2022.htm
Ministro da Austrália que se encontrou com Ivanka Trump tem coronavírus,"O ministro do Interior da Austrália, Peter Dutton, anunciou que seu teste para coronavírus deu positivo; ele se encontrou, na semana passada, com Ivanka Trump, filha do presidente Donald Trump.",o ministrar interior austrália peter dutton anunciar testar positivar o coronavírus e entrar quarentenar hospital n sexta-feira manhã acordar febre e dor garganta afirmar dutton ministro australiano influente e idealizador lei restritivo país migração o político autoridade saudar resultar positivar hospitalizar e cumprir o instrução completar dutton o diagnóstico gerar perguntar membro gabinete e o primeiro-ministro scott morrison infectar,ciência, 13/03/2020 12h43 , Por France Presse ,https://g1.globo.com/mundo/noticia/2020/03/13/ministro-da-australia-que-se-encontrou-com-ivanka-trump-tem-coronavirus.ghtml
Ministros de 8 países da UE pedem campanha de vacinação conjunta  ,,"roma ansa ministro saudar alemanha bélgica espanha frança itália luxemburgo país e suíço reunir virtualmente hoje e defender estados-membros união europeu maneiro conjunto o campanha vacinação anti-covid reafirmar o necessidade coordenar esforço utilização seguro eficiente e transparentar vacinar anti-covid durante o encontrar dezembro identificar aspecto essencial o campanha vacinação dever coordenar estados-membros especialmente transfronteiriço noto representantes.o texto afirmar precisar promover o coordenação início campanha vacinação e rápido compartilhamento informação autoridade nacional competente permitir claro comunicação particular população região fronteiras"".os ministro pedir plano imunização regrar comum países-membros ficar claro o população procedimentos.a idear dia d conjuntar país união europeu haver ventilar premiê itália giuseppe contar dia dezembro o idear demonstrar unidade bloco.os estados-membros ue acesso o imunizante diferente adquirir comissão europeu distribuir conformar necessidade apresentar nação e tamanho população.serão 1,305 bilião dose vacinar biontech pfizer moderno astrazeneca universidade oxford sanofi gsk johnson johnson e curevac chegar o 1,965 dose",saúde,15/12/2020 15h42 ,15/12/2020 15h42 ,https://noticias.uol.com.br/ultimas-noticias/ansa/2020/12/15/ministros-de-8-paises-da-ue-pedem-campanha-de-vacinacao-conjunta.htm
Cloroquina já faz o governo ser um fora da lei. Esperem enxurrada de ações  ,,balacobaco o ministério defeso o recorrer procuradoria repúblico o ministrar gilmar mendes governar lei e o futurar chegar o tribunal enxurrar ações judiciar alvo o brasileiro gestor político saudar refazer o percurso tratar assunto voltar forçar perguntar responder e explicar o presidente repúblico e ministro o direito agir o dispor o ciência o respostar o o votação supremo relembrar maio o governar mandar o o congresso o mp dispor agente público enfrentamento efeito diretos e indiretos covid-19 responsabilizar esfera civil e administrativo saudar e economia agir dolo errar grosseiro o texto escancaradamente inconstitucional aberração o casar parar supremo relatoria ministrar roberto barroso ações diretas inconstitucionalidade impetrar o texto redar sustentabilidade psol pdt cidadania pv e pcdob e associação brasileia imprensar diferente o artigo constituição explícito parágrafo 6º pessoa jurídico direito público e direito privar prestador serviço público responder dano agente n qualidade causar o assegurar o direito regressar o responsável caso dolo culpar,política,15/07/2020 08h57 ,15/07/2020 08h57 ,https://noticias.uol.com.br/colunas/reinaldo-azevedo/2020/07/15/cloroquina-ja-faz-o-governo-ser-um-fora-da-lei-esperem-enxurrada-de-acoes.htm
Barroso pede a candidatos que sigam alertas para evitar covid-19  ,,o presidente tribunal superior eleitoral tse luís roberto barroso reforçar o pedir candidato eleitor e membro tribunal regional eleitoral seguir recomendação sanitário o evitar o contágio coronavírus pedir o candidato e população seguir recomendação sanitário tribunal superior eleitoral seguindo-as o riscar contaminação mínimo querer eleição focar picar doença barroso durante o sessão plenário cortar hoje barroso afirmar ligar presidente tribunal regional o enfatizar o necessidade cuidar durante o campanha eleitoral e dia eleição o escolher futuro prefeito e vereador marcar o dia,política,29/10/2020 17h56 ,29/10/2020 17h56 ,https://noticias.uol.com.br/eleicoes/agencia-brasil/2020/10/29/barroso-pede-a-candidatos-que-sigam-alertas-para-evitar-covid-19.htm
O diagnóstico de demência pode ser fator de risco para o suicídio?,Pesquisadores da Universidade da Califórnia cruzaram dados de mais de 147 mil pessoas ,suicídio velhice problema relevante saudar público letalidade idoso comparar jovem fatores concorrer o situação claro o papel desempenhar quadro declínio cognitivo levar e demência tentativo suicídio o o literatura médico atestar o riscar aumentar caso demência associar o depressão pesquisador universidade califórnio san francisco passar trabalhar publicar março revisto científico “ jama psychiatry ” o estudar cruzar indivíduo d declínio cognitivo levar demência e transtorno o declínio cognitivo levar diagnóstico englobar dificuldade memória afetam atividades diário importante esquecer o gás o fornir ligar “ desaprender ” algum temer o o pessoa total domínio total paciente declínio cognitivo e demência suicídio doença o chamar o atenção pesquisador o riscar tentativo suicídio consistentemente paciente diagnóstico recente aumentar diagnosticar declínio cognitivo e receber o notícia quadrar demencial independentemente comorbidades médico e psiquiátrico levantamento recente realizar dinamarca chegar conclusão o riscar suicídio triplicar o diagnóstico pensamento o medo perder o autonomia tornar fardar e o antecipação acontecimento futuro motivo o atar o constatação desdobramento relevância termo saudar público o necessidade serviço suportar mitigar o problema afinal trata-se diagnóstico mudo o vidar humanar – acompanhamento psicológico o d precisar pensar formar reduzir o isolamento planejar cuidar paliativo e tomar decisão legar e financeiro cabíveis,ciência, 01/04/2021 06h00 , Rio de Janeiro ,https://g1.globo.com/bemestar/blog/longevidade-modo-de-usar/post/2021/04/01/entenda-se-o-diagnostico-de-demencia-pode-ser-fator-de-risco-para-o-suicidio.ghtml
Coronavírus: governo federal só enviou a estados 11% de kits de UTI prometidos  ,,o ministério saudar entregar kit instalação leito uti o total prometido destacar o jornal o s. paulo o pastar correr empresar fornecer d kit o enviar inferior o o leito extra instalar o paraná cercar contratar o maranhão instalar específico covid-19 março o governar federal prometer entregar o levar leito reservar técnico d chegar o unidade seriar reservar tornaram-se essencial região conseguir vencer o entregar o governar federal aumentar o meter março o ministério prazo entregar leito o ex-secretário executivo pastar joão gabbardo afirmar produto entregue semana o o empresar contratar entregá-los o o governar federal,saúde,30/04/2020 12h00 ,Mateus Vargas e André Borges,https://noticias.uol.com.br/ultimas-noticias/agencia-estado/2020/04/30/uniao-so-enviou-a-estados-11-de-kits-de-uti-prometidos.htm
"Delator de investigada na Lava Jato cita pagamentos a Wassef, diz revista  ",,"o advogar frederick wassef citar delação orlar diniz ex-presidente fecomércio rir supostamente receber recurso empresar — investigar operação lavar jato o informação revisto crusoé r$ 2,6 milhão pago o wassef auxiliar banca paulo investigação interno fecomércio o pagamento constar relatório coaf controlo atividades financeiro listou repasse jbs o o advogar relatório o revisto constar o dinheiro pagar escritório advogar paulista luiza nagib eluf ex-procuradora justiçar mp-sp ministério público paulo entrevisto publicação contratar realizar investigação interno fecomércio e subcontratou wassef auxiliá-la o advogar alegar amigo longo datar e o trabalhar o fecomércio durar anos.wassef revisto advogar cultivar e informar órgão investigação diferente entanto o publicação afirmar o surgir papel investigador",política,26/08/2020 23h00 ,26/08/2020 23h00 ,https://noticias.uol.com.br/politica/ultimas-noticias/2020/08/26/wassef-fecomercio-delacao-pagamentos-investigada.htm
Mandetta pede que Bolsonaro 'reflita' sobre pandemia durante recuperação  ,,o divulgação diagnóstico covid-19 jair bolsonaro luiz henrique mandetta demonstrar surpreso entrevisto o o metrópole o ex-ministro saudar afirmar o presidente conscientizar portador doença infeccioso e alertar o gravidade situação pandemia país aglomerar máscara chance enorme contrair o doença casar d contrair — e esperar contrair mandetta pessoa seguir recomendação o isolamento tratar enfim cuidar transmitir o doença pessoa o presidente contato gente e pessoa contato acrescentar o ex-ministro saudar recomendar o bolsonaro repensar atitude e ações tomar durante o pandemia coronavírus brasil,saúde,09/07/2020 12h26 ,09/07/2020 12h26 ,https://noticias.uol.com.br/saude/ultimas-noticias/redacao/2020/07/09/mandetta-pede-que-bolsonaro-reflita-sobre-pandemia-durante-recuperacao.htm
Partidos vão ao STF contra mudança na divulgação de mortes por covid no DF  ,,redar psol e pcdob acionaram o stf supremo tribunal federal mudança divulgação morte covid-19 anunciar governar distrito federal apresentar o pedir o o ministrar alexandre moraes junho impedir o governar federal promover alteração semelhante metodologia divulgação pandemia o governar df distrito federal anunciar quarta-feira passar o divulgar o morte ocorrido horar e o total óbito confirmar período o diferençar importante comum o demorar resultar teste confirmar o morte paciente o doença o divulgação diário estatístico contabilizar morte ocorrer dia óbito ocorrido fato horar,saúde,23/08/2020 11h27Atualizada em 23/08/2020 11h38 ,Felipe Amorim,https://noticias.uol.com.br/saude/ultimas-noticias/redacao/2020/08/23/partidos-vao-ao-stf-contra-mudanca-na-divulgacao-de-mortes-por-covid-no-df.htm
Ministra diz que CPI da Pandemia não deve 'politizar uma crise tão grande',,brasília o ministro secretariar governar flávia arruda pl-df responsável articulação político planalto e congresso defender n segunda-feira “ politizar ” o cpi pandemia flávia deputar federal o temer “ sensível ” “ legitimar ” parlamentar instalar comissão parlamentar inquérito — achar o o gente respeitar e politizar comissão achar o gente focar planar trabalhar o cpi politizar crise — afirmar o ministro seminário xp investimento o colegiado instalar determinação supremo tribunal federal stf criação comissão visar investigar ações e omissão governar jair bolsonaro enfrentamento pandemia flávia o governar preparar e “ disposição ” prestar informação necessário o senador informar trabalhar ajudar construção planar enfrentamento cpi o ministro ressaltar o conceito comissão “ propositiva ” indicar senador omar aziz psd-am cotar presidir o comissão aziz hoje convocação ministrar economia paulo guedes testemunhar colegiado iriar politizar o discussão — natural parlamentar perguntar o cpi exatamente auge pandemia o gente viver e concentrar esforço salvar vidar alçar o o cargo aval presidente câmara arthr lira pp-al flávia atuar construção diálogo permanente o interlocução o congresso — o o gente preciso n construção e passar político evento o ministro destacar o acordar sanção parcial orçamentar e defender recurso saudar — viver crise sanitário e humanitário necessário salvar vidar o gente hesitar o gente viver guerra medir instalar o gente recurso o saudar,brasil, Publicado em  19/04/21 18:51 ,Adriana Mendes ,https://extra.globo.com/noticias/brasil/ministra-diz-que-cpi-da-pandemia-nao-deve-politizar-uma-crise-tao-grande-24978414.html
Senadora Kátia Abreu (PP-TO) recebe alta após 7 dias internada com covid-19  ,,o senador kátia abreu pp-to receber alto n sábado ficar dia internar hospital sírio libanês paulo tratar o covid-19 respirar continuar tomar corticoide e exercício respiração fortalecer pulmão abatido vírus o senador mensagem publicar rede social sentir cheirar sabor atuação vírus completar kátia abreu comunicar o coronavírus 1º novembro o testar pessoa equipar contrair o doença,política,28/11/2020 12h13 ,Eduardo Gayer,https://noticias.uol.com.br/ultimas-noticias/agencia-estado/2020/11/28/senadora-katia-abreu-pp-to-recebe-alta-apos-7-dias-internada-com-covid-19.htm
Bolsonaro encaminha para Toffoli texto que afirma que quem pede intervenção militar deve dizer quem ocupará a cadeira do presidente,"Bolsonaro discursou em manifestação pró-intervenção em Brasília em 19 de abril, dia do Exército, e disse não querer 'negociar nada'. 'Agora é povo no poder', afirmou na ocasião.",o presidente jair bolsonaro encaminhar o o presidente supremo tribunal federal stf dia toffoli texto autoria identificar afirmar defender o intervenção militar ocupar o cadeira presidente repúblico ler o íntegro texto o o reportagem pedir intervenção militar art decidir general ocupar o cadeira capitão jair bolsonaro pedir ai-5 mostrar constituição dispositivo sic o texto o mensagem obtido blog revelar inicialmente jornalista vero magalhães jornal o s. paulo o texto referência o protesto domingo dia exército manifestante s ruir pandemia coronavírus e defender medir ilegal o fechamento congresso nacional e stf e o reedição ai-5 atar institucional endurecer o regime militar o texto enviar bolsonaro o toffoli afirmar manifestação justo e garantir cf constituição federal pedir haver ataque o presidência o supremo o congresso ruir pautar real objetiva focar missão,política, 23/04/2020 08h49 , ,https://g1.globo.com/politica/blog/julia-duailibi/post/2020/04/23/bolsonaro-manda-mensagem-a-toffoli-e-diz-que-quem-pede-intervencao-militar-deve-dizer-quem-ocupara-seu-lugar.ghtml
Como evitar a ansiedade e a depressão causadas pelo isolamento,Especialista recomenda fazer atividade física e respeitar as horas de sono ,"Há 190 anos a Academia Nacional de Medicina realiza, semanalmente, sua reunião científica. Em tempos de pandemia, agora esses encontros são virtuais e acompanhei o da última quinta-feira (26), cujo tema, como não poderia deixar de ser, era o novo coronavírus. O psiquiatra Antonio Egidio Nardi, que também é membro da Academia Brasileira de Ciências e professor titular da Universidade Federal do Rio de Janeiro (UFRJ), discorreu sobre o risco de depressão nesse período de isolamento social. Ele afirmou que, apesar de todos os desafios que o mundo está enfrentando, é um erro colocar a saúde mental em segundo plano: “é natural que as pessoas só falem do novo coronavírus e da crise, mas é importante buscar outros assuntos. Essa saturação temática gera pensamentos obsessivos, fóbicos, hipocondríacos, que podem levar a um quadro de transtorno de ansiedade e depressão”.  O estresse do confinamento por um período cuja duração ainda desconhecemos e o medo de encarar uma doença que pode levar à morte têm forte impacto em nosso equilíbrio, principalmente para quem mora sozinho – segundo o IBGE (Instituto Brasileiro de Geografia e Estatística), o Brasil tem 4.3 milhões de idosos vivendo nesta situação. “A solidão é fator de risco para a depressão e para o abuso do consumo de álcool”, alertou o psiquiatra, que listou diversos cuidados que devem ser observados:  1) A atividade física é indispensável para manter a saúde mental. Mesmo dentro de casa, todos devem tentar se exercitar.  2) Respeitar as horas de sono também é fundamental. Sem sair, muita gente acaba virando a noite vendo TV e altera seu relógio biológico.",ciência, 31/03/2020 06h01 , Rio de Janeiro ,https://g1.globo.com/bemestar/blog/longevidade-modo-de-usar/post/2020/03/31/como-evitar-a-ansiedade-e-a-depressao-causadas-pelo-isolamento.ghtml
Apostar na CoronaVac é saída para minimizar desastre de Bolsonaro | Kennedy Alencar  ,,apostar coronavac o único sair restar o o brasil minimizar o desastre presidente jair bolsonaro o o lidar o pandemia covid-19 planejamento antecipar o governar deixar o país filar corrido mundial vacinar o coronavírus bolsonaro travar disputar político o governador paulo joão doria colocar fichar coronavac parceria o chinês sinovac e o instituto butantan bolsonaro dever antecipar e negociar empresar pesquisar o produção imunizante o negacionismo científico e o incompetência administrativo agravar efeito pandemia brasil analisar kennedy alencar coluna vídeo hoje,saúde,18/12/2020 15h28 ,18/12/2020 15h28 ,https://noticias.uol.com.br/videos/2020/12/18/apostar-na-coronavac-e-saida-para-minimizar-desastre-de-bolsonaro--kennedy-alencar.htm
Desenvolvedores da vacina russa se defendem de críticas do exterior  ,,desenvolvedores sputnik v o vacinar russo o covid-19 aprovar semana autoridade país defender hoje o eficácia e segurança medicamentar suspeito causar notícia aprovação o aparecimento vacinar russo indivíduo e empresar inteiro perder milhão dólar o reação esperar pensar o acontecer absolutamente normal alexandr ginzburg diretor centrar gamaleya o vacinar desenvolvido comunicar televisão público russo o cientista afirmar o remédio russo totalmente segurar e registrar acordar lei locar o ginzburg o crítico exterior o anúncio russo o lutar dinheiro concreto,saúde,13/08/2020 17h38 ,13/08/2020 17h38 ,https://noticias.uol.com.br/ultimas-noticias/efe/2020/08/13/desenvolvedores-da-vacina-russa-se-defendem-das-criticas-do-exterior.htm
Pazuello ganha uma aparência de boi de piranha  ,,o injustiça cometer eduardo pazuello atribuir o o general o responsabilidade condução precário pandemia coronavírus brasil o implosão doutorar henrique mandetta e nelson teich antecessor pazuello o cargo ministrar saudar ocupar jair bolsonaro acumular o ministério função presidente repúblico o subordinação general o o capitão seguir lógico militar palavra pazuello mandar o outro obedecer pressão o procurador-geral repúblico augusto arar pedir o o supremo tribunal federal o abertura inquérito investigar o conduta pazuello colapso atendimento saudar amazona o investigação autorizar cortar eloquente indício avisar previamente faltar oxigênio hospital manaus o ministério saudar demorar o agir dia iminente colapso atendimento paciente covid o ministério entregar manaus unidade hidroxicloroquina o remédio predileto bolsonaro o pastar saudar enviar remédio inútil combater covid hospital e posto saudar lidar paciente perder o vidar cilindro oxigênio pedir encaminhar o o supremo augusto arar classificar fato grave levantar o hipótese ocorrer omissão o investigação necessário municiar ação judicial contar o ministrar,política,25/01/2021 20h23 ,25/01/2021 20h23 ,https://noticias.uol.com.br/colunas/josias-de-souza/2021/01/25/pazuello-ganha-uma-aparencia-de-boi-de-piranha.htm
Rio Preto fecha supermercados no fim de semana para tentar conter covid-19  ,,o prefeitura josé rir preto sp determinar o fechamento supermercado e hipermercado durante semana tentativo controlar o disseminação coronavírus acordar o decretar publicar hoje estabelecimento d categoria cidade funcionar sábado e domingo delivery ficar proibir o modalidade drive-thru restrição vender bebido alcoólico ficar proibir estabelecimento comerciar s 20h e 6h o sexta-feira e durante horar o sábado e domingo medir tomar o objetivo desestimular aglomeração reduzir o taxar contaminação e evitar sobrecarga saudar cidade o secretário saudar municipal aldenis borim o situação hospital cidade preocupante,saúde,16/07/2020 09h12 ,16/07/2020 09h12 ,https://noticias.uol.com.br/saude/ultimas-noticias/redacao/2020/07/16/rio-preto-fecha-supermercados-no-fim-de-semana-para-tentar-conter-covid-19.htm
Bebê abandonado em caixa de papelão recebe alta e vai para abrigo,,beber recém-nascida encontrar caixa papelão bairro paripe salvador encaminhar o instituição organização auxílio fraterno oaf bairro lapinha o menino receber alto médico maternidade tsylla balbino internar o pequeno sophia nome escrever cartar deixar pai achar dia abril catador material reciclável frente o garagem ônibus avenida afrânio peixoto juntar haver mensagem pai falar o condição financeiro e psicológico sustentá-la “ filho o doloroso infelizmente e mãe viver vidar difícil o comer casar doer o pequeno e o o vidar culpar nascer infelizmente condição vidar digno esperar dia novamente e pedir perdão o esperar achar cuidar e amar novamente perdoar infelizmente condição financeiro e psicológico vidar cuidar pequeno sophia crescer senhor amar filho beijo pai e mãe ” o polícia o ninguém família procurar o criança localizar permanecer oaf e aguardar o decisão justiçar o delegacia especializar repressão o crime o criança e o adolescente dercca continuar investigar o casar e localizar pai o casar registrar 5ª delegacia territorial bairro periperi,brasil, Publicado em  13/05/21 15:42 ,Extra,https://extra.globo.com/noticias/brasil/bebe-abandonado-em-caixa-de-papelao-recebe-alta-vai-para-abrigo-25015951.html
Os critérios de Bolsonaro para definir o nome do próximo ministro do STF  ,,o presidente jair bolsonaro enxergar o ministrar celso mello stf inimigo pessoal novembro o decano aposentar bolsonaro livrar adversário cortar ganhar aliar alguém tomar cervejar comigo semana relatar coluna folhar s. paulo o jornalista monica bergamo nome hoje favorito ocupar o mello o ministrar justiçar andré mendonça e o ministrar secretariar governar jorge oliveira o vantagem andré mendonça jorge oliveira o fato o condição pastor igreja presbiteriano esperançar brasília terrivelmente evangélico bolsonaro o ministrar stf indicar mendonça trânsito cortar dá-se especialmente dia toffoli ano chefe advocacia união -- e vestir ministro alexandre moraes assinar ano passar livrar homenagem o toffoli,política,22/09/2020 10h31 ,22/09/2020 10h31 ,https://noticias.uol.com.br/colunas/thais-oyama/2020/09/22/os-criterios-de-bolsonaro-para-definir-o-nome-do-proximo-ministro-do-stf.htm
Sítio paleontológico em Presidente Prudente apresenta novas descobertas relacionadas a aves e répteis do Período Cretáceo,"Esqueletos de serpentes, bem como um crânio de pássaro de 80 milhões de anos atrás, da época dos dinossauros, foram encontrados no Parque dos Girassóis e estão sob estudos científicos.",o sítio paleontológico parque girassol presidente prudente sp rico fóssil ave o comunidade científico raridade colocar o cidade evidência serpente o descobrir questionamento n quarta-feira o paleontólogo willian roberto nava museu paleontologia marília sp anunciar novidade época dinossauro relacionar o o sítio paleontológico prudentino o localização fóssil serpente o novidade nava o achar serpente brasil período cretáceo e milhão ano durante escavação zonar sul presidente prudente esqueleto serpente localizar “ serpente viver dino material época dinossauro material presidente prudente serpentar o registrar brasil ” afirmar,ciência, 05/08/2020 14h00 ," Por Stephanie Fonseca, G1 Presidente Prudente ",https://g1.globo.com/sp/presidente-prudente-regiao/noticia/2020/08/05/sitio-paleontologico-em-presidente-prudente-apresenta-novas-descobertas-relacionadas-a-aves-e-repteis-do-periodo-cretaceo.ghtml
"Bretas concede liberdade provisória, sem tornozeleira, a Dario Messer  ",,o juiz federal marcelo bretas 7ª varar federal criminal rir conceder liberdade provisório e tornozeleira o o doleiro doleiros dario messer n tornar delator fechar acordar colaboração premiar o lavar jato fluminense delação doleiro doleiros afirmar ex-presidente paraguai o aconselhar o entregar e pagar us$ o decisão proferir recurso ministério público federal sugerir o bretas substituir prisão preventivo o doleiro incluir domiciliar tornozeleira eletrônica e medir cautelar ... ler íntegro estadão,política,31/08/2020 19h24 ,31/08/2020 19h24 ,https://noticias.uol.com.br/colunas/reinaldo-azevedo/2020/08/31/bretas-concede-liberdade-provisoria-sem-tornozeleira-a-dario-messer.htm
